Category,S1_Acc,DASE_Acc,State,Commit_Reason,Steps,Final_X,Spatial_Cost,Alpha_Weight,Cost,Tokens,Duration,Infra_Noise,Infra_Noise_Rate
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,3,0.15,0.2,0.35955,132710,535.35,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,10,8,0.1,0.2,0.363809,131904,484.34,0,0.0
Frontier Math (AIME),0,1,UNSTABLE,fallback,15,7,0.15,0.2,0.350952,128446,635.65,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,10,-8,0.1,0.2,0.303295,106972,444.73,0,0.0
Frontier Math (AIME),0,1,UNSTABLE,fallback,15,7,0.15,0.2,0.340206,121806,584.2,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,8,8,0.08,0.2,0.161586,57823,219.72,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,10,-8,0.1,0.2,0.28714,101578,468.61,0,0.0
Frontier Math (AIME),0,1,UNSTABLE,fallback,15,-5,0.15,0.2,0.399554,146707,631.31,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,1,0.15,0.2,0.382508,139267,539.21,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,3,0.15,0.2,0.453029,163356,1133.02,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,8,-8,0.08,0.2,0.339856,118044,538.89,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,12,8,0.12,0.2,0.205115,76652,332.21,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,8,8,0.08,0.2,0.230783,83296,391.89,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,10,8,0.1,0.2,0.23688,84165,436.24,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,8,8,0.08,0.2,0.148648,56400,205.89,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,12,8,0.12,0.2,0.353605,126515,621.06,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,8,-8,0.08,0.2,0.335418,115860,530.57,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,14,8,0.14,0.2,0.425617,150954,805.29,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,8,-8,0.08,0.2,0.375123,133071,526.58,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,8,-8,0.08,0.2,0.291404,101248,501.07,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,8,-8,0.08,0.2,0.325085,119995,462.46,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,12,8,0.12,0.2,0.319372,125385,477.13,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,8,-8,0.08,0.2,0.334288,118463,347.37,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,8,-8,0.08,0.2,0.191096,69433,366.12,0,0.0
Frontier Math (AIME),0,1,UNSTABLE,fallback,15,5,0.15,0.2,0.33945,123137,542.98,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,8,-8,0.08,0.2,0.289265,104124,366.75,0,0.0
Frontier Math (AIME),1,0,STABLE,left_wall,8,-8,0.08,0.2,0.18001,65675,386.92,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,3,0.15,0.2,0.443935,161001,609.24,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,12,8,0.12,0.2,0.215222,84157,424.3,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,14,8,0.14,0.2,0.46945,176121,901.63,0,0.0
Frontier Math (AIME),0,0,STABLE,right_wall,8,8,0.08,0.2,0.327141,113186,374.38,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,14,8,0.14,0.2,0.156657,63229,440.61,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,1,0.15,0.2,0.43823,156902,640.69,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,10,8,0.1,0.2,0.254645,94073,507.62,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,10,8,0.1,0.2,0.255374,94883,262.71,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,8,-8,0.08,0.2,0.281165,100240,415.53,0,0.0
Frontier Math (AIME),0,1,UNSTABLE,fallback,15,-1,0.15,0.2,0.41581,150979,693.07,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,8,-8,0.08,0.2,0.292867,103186,362.72,0,0.0
Frontier Math (AIME),0,1,UNSTABLE,fallback,15,3,0.15,0.2,0.290921,110490,481.69,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,8,-8,0.08,0.2,0.2254,83192,378.96,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,12,-8,0.12,0.2,0.350697,127007,498.45,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,-5,0.15,0.2,0.378136,139897,618.15,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,7,0.15,0.2,0.330905,123726,395.99,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,8,-8,0.08,0.2,0.30569,108570,349.55,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,14,-8,0.14,0.2,0.352602,126110,581.01,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,7,0.15,0.2,0.229364,90735,410.83,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,10,8,0.1,0.2,0.244872,87790,564.27,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,10,8,0.1,0.2,0.135151,50923,210.63,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,10,8,0.1,0.2,0.252338,92565,379.93,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,12,-8,0.12,0.2,0.528037,185486,815.01,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,12,8,0.12,0.2,0.174915,66619,285.02,0,0.0
Frontier Math (AIME),0,1,UNSTABLE,fallback,15,3,0.15,0.2,0.571346,203711,942.83,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,10,-8,0.1,0.2,0.399054,137834,641.79,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,14,8,0.14,0.2,0.307245,113520,480.28,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,10,8,0.1,0.2,0.294371,113834,407.03,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,8,-8,0.08,0.2,0.377171,134497,489.93,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,12,8,0.12,0.2,0.20906,80790,323.68,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,3,0.15,0.2,0.432555,151929,661.37,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,-5,0.15,0.2,0.610143,218175,935.98,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,8,-8,0.08,0.2,0.29553,106844,539.94,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,8,8,0.08,0.2,0.215249,77770,295.88,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,-3,0.15,0.2,0.391343,141956,634.18,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,12,-8,0.12,0.2,0.367647,133046,504.55,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,8,8,0.08,0.2,0.102052,39880,181.73,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,10,-8,0.1,0.2,0.338303,121931,417.05,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,5,0.15,0.2,0.341622,128715,576.14,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,3,0.15,0.2,0.31948,122293,372.29,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,8,-8,0.08,0.2,0.299335,107673,354.25,0,0.0
Frontier Math (AIME),0,1,UNSTABLE,fallback,15,-5,0.15,0.2,0.323306,118232,579.93,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,14,-8,0.14,0.2,0.397691,142902,644.52,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,10,8,0.1,0.2,0.215161,82871,249.04,0,0.0
