Category,FM_Acc,Tokens_In,Tokens_Out,Total_Tokens,Cost,Duration,Infra_Noise_Rate,Endpoint,Total_Inferences
Frontier Math (AIME),1,4451,767,5218,0.04143000,11.98,0,claude-opus-4-6,1
Frontier Math (AIME),1,4497,1111,5608,0.05026000,18.23,0,claude-opus-4-6,1
Frontier Math (AIME),1,4484,1083,5567,0.04949500,16.18,0,claude-opus-4-6,1
Frontier Math (AIME),0,4437,8000,12437,0.22218500,102.35,0,claude-opus-4-6,1
Frontier Math (AIME),0,4523,1279,5802,0.05459000,22.81,0,claude-opus-4-6,1
Frontier Math (AIME),0,4551,1297,5848,0.05518000,16.35,0,claude-opus-4-6,1
Frontier Math (AIME),0,4920,1408,6328,0.05980000,24.88,0,claude-opus-4-6,1
Frontier Math (AIME),1,4577,1285,5862,0.05501000,15.67,0,claude-opus-4-6,1
Frontier Math (AIME),1,4523,1220,5743,0.05311500,19.05,0,claude-opus-4-6,1
Frontier Math (AIME),1,4468,1167,5635,0.05151500,14.95,0,claude-opus-4-6,1
Frontier Math (AIME),1,4463,1385,5848,0.05694000,20.59,0,claude-opus-4-6,1
Frontier Math (AIME),0,4470,1428,5898,0.05805000,19.35,0,claude-opus-4-6,1
Frontier Math (AIME),1,4548,1268,5816,0.05444000,16.90,0,claude-opus-4-6,1
Frontier Math (AIME),1,5047,1364,6411,0.05933500,26.11,0,claude-opus-4-6,1
Frontier Math (AIME),1,4473,1106,5579,0.05001500,12.90,0,claude-opus-4-6,1
Frontier Math (AIME),1,4481,717,5198,0.04033000,10.65,0,claude-opus-4-6,1
Frontier Math (AIME),1,4520,1262,5782,0.05415000,18.43,0,claude-opus-4-6,1
Frontier Math (AIME),1,4466,1104,5570,0.04993000,13.75,0,claude-opus-4-6,1
Frontier Math (AIME),1,4534,1337,5871,0.05609500,20.15,0,claude-opus-4-6,1
Frontier Math (AIME),1,4539,1245,5784,0.05382000,16.27,0,claude-opus-4-6,1
Frontier Math (AIME),1,4486,900,5386,0.04493000,12.10,0,claude-opus-4-6,1
Frontier Math (AIME),1,4429,1390,5819,0.05689500,13.08,0,claude-opus-4-6,1
Frontier Math (AIME),1,4819,1560,6379,0.06309500,26.53,0,claude-opus-4-6,1
Frontier Math (AIME),1,4501,1075,5576,0.04938000,15.04,0,claude-opus-4-6,1
Frontier Math (AIME),0,4541,1361,5902,0.05673000,21.13,0,claude-opus-4-6,1
Frontier Math (AIME),0,4435,1291,5726,0.05445000,19.74,0,claude-opus-4-6,1
Frontier Math (AIME),1,4703,860,5563,0.04501500,12.39,0,claude-opus-4-6,1
Frontier Math (AIME),1,4424,728,5152,0.04032000,10.31,0,claude-opus-4-6,1
Frontier Math (AIME),1,4539,1312,5851,0.05549500,22.56,0,claude-opus-4-6,1
Frontier Math (AIME),1,4474,1292,5766,0.05467000,18.33,0,claude-opus-4-6,1
Frontier Math (AIME),0,4530,1461,5991,0.05917500,20.12,0,claude-opus-4-6,1
Frontier Math (AIME),1,4491,926,5417,0.04560500,10.60,0,claude-opus-4-6,1
Frontier Math (AIME),1,4469,1408,5877,0.05754500,18.94,0,claude-opus-4-6,1
Frontier Math (AIME),0,4545,1296,5841,0.05512500,19.05,0,claude-opus-4-6,1
Frontier Math (AIME),1,4498,1372,5870,0.05679000,24.44,0,claude-opus-4-6,1
Frontier Math (AIME),1,4485,1050,5535,0.04867500,16.92,0,claude-opus-4-6,1
Frontier Math (AIME),1,4505,937,5442,0.04595000,11.67,0,claude-opus-4-6,1
Frontier Math (AIME),1,4560,1178,5738,0.05225000,18.33,0,claude-opus-4-6,1
Frontier Math (AIME),1,4449,1284,5733,0.05434500,19.35,0,claude-opus-4-6,1
Frontier Math (AIME),1,4471,1198,5669,0.05230500,14.95,0,claude-opus-4-6,1
Frontier Math (AIME),1,4547,1547,6094,0.06141000,23.25,0,claude-opus-4-6,1
Frontier Math (AIME),1,4499,1234,5733,0.05334500,13.41,0,claude-opus-4-6,1
Frontier Math (AIME),1,4459,334,4793,0.03064500,4.81,0,claude-opus-4-6,1
Frontier Math (AIME),1,4505,1436,5941,0.05842500,24.88,0,claude-opus-4-6,1
Frontier Math (AIME),1,4431,1680,6111,0.06415500,20.81,0,claude-opus-4-6,1
Frontier Math (AIME),1,4413,375,4788,0.03144000,5.19,0,claude-opus-4-6,1
Frontier Math (AIME),0,4540,1469,6009,0.05942500,18.41,0,claude-opus-4-6,1
Frontier Math (AIME),1,4491,1010,5501,0.04770500,11.77,0,claude-opus-4-6,1
Frontier Math (AIME),1,4456,1337,5793,0.05570500,21.94,0,claude-opus-4-6,1
Frontier Math (AIME),1,4519,1103,5622,0.05017000,13.48,0,claude-opus-4-6,1
Frontier Math (AIME),1,4498,2557,7055,0.08641500,38.49,0,claude-opus-4-6,1
Frontier Math (AIME),0,4480,1518,5998,0.06035000,16.63,0,claude-opus-4-6,1
Frontier Math (AIME),1,4511,967,5478,0.04673000,12.08,0,claude-opus-4-6,1
Frontier Math (AIME),1,4533,1545,6078,0.06129000,27.08,0,claude-opus-4-6,1
Frontier Math (AIME),1,4435,1763,6198,0.06625000,24.12,0,claude-opus-4-6,1
Frontier Math (AIME),1,4461,1476,5937,0.05920500,22.83,0,claude-opus-4-6,1
Frontier Math (AIME),1,4509,1276,5785,0.05444500,16.39,0,claude-opus-4-6,1
Frontier Math (AIME),1,4503,767,5270,0.04169000,13.11,0,claude-opus-4-6,1
Frontier Math (AIME),1,4431,1226,5657,0.05280500,22.27,0,claude-opus-4-6,1
Frontier Math (AIME),1,4544,1103,5647,0.05029500,12.86,0,claude-opus-4-6,1
Frontier Math (AIME),1,4566,1203,5769,0.05290500,21.20,0,claude-opus-4-6,1
Frontier Math (AIME),1,4523,1337,5860,0.05604000,15.97,0,claude-opus-4-6,1
Frontier Math (AIME),0,4584,8000,12584,0.22292000,97.90,0,claude-opus-4-6,1
Frontier Math (AIME),1,4466,1025,5491,0.04795500,10.14,0,claude-opus-4-6,1
Frontier Math (AIME),1,4504,1309,5813,0.05524500,17.30,0,claude-opus-4-6,1
Frontier Math (AIME),1,4546,3609,8155,0.11295500,53.57,0,claude-opus-4-6,1
Frontier Math (AIME),1,4514,1201,5715,0.05259500,16.78,0,claude-opus-4-6,1
Frontier Math (AIME),1,4438,1373,5811,0.05651500,15.97,0,claude-opus-4-6,1
Frontier Math (AIME),1,4520,1754,6274,0.06645000,36.76,0,claude-opus-4-6,1
Frontier Math (AIME),1,4491,949,5440,0.04618000,13.11,0,claude-opus-4-6,1
Frontier Math (AIME),1,4441,877,5318,0.04413000,13.41,0,claude-opus-4-6,1
Frontier Math (AIME),1,4489,1253,5742,0.05377000,18.64,0,claude-opus-4-6,1
Frontier Math (AIME),0,4478,1455,5933,0.05876500,20.58,0,claude-opus-4-6,1
Frontier Math (AIME),1,4625,1447,6072,0.05930000,20.17,0,claude-opus-4-6,1
Frontier Math (AIME),1,4441,658,5099,0.03865500,9.01,0,claude-opus-4-6,1
Frontier Math (AIME),1,4477,1262,5739,0.05393500,21.61,0,claude-opus-4-6,1
Frontier Math (AIME),1,4399,977,5376,0.04642000,13.93,0,claude-opus-4-6,1
Frontier Math (AIME),1,4542,512,5054,0.03551000,8.40,0,claude-opus-4-6,1
Frontier Math (AIME),1,4527,3999,8526,0.12261000,55.50,0,claude-opus-4-6,1
Frontier Math (AIME),0,4441,1778,6219,0.06665500,28.57,0,claude-opus-4-6,1
Frontier Math (AIME),1,4538,607,5145,0.03786500,9.83,0,claude-opus-4-6,1
Frontier Math (AIME),1,4433,1166,5599,0.05131500,15.51,0,claude-opus-4-6,1
Frontier Math (AIME),0,4483,5197,9680,0.15234000,67.20,0,claude-opus-4-6,1
Frontier Math (AIME),0,4554,1342,5896,0.05632000,24.61,0,claude-opus-4-6,1
Frontier Math (AIME),1,4480,1019,5499,0.04787500,12.59,0,claude-opus-4-6,1
Frontier Math (AIME),1,4489,1228,5717,0.05314500,13.64,0,claude-opus-4-6,1
Frontier Math (AIME),1,4471,1022,5493,0.04790500,12.98,0,claude-opus-4-6,1
Frontier Math (AIME),1,4501,922,5423,0.04555500,12.49,0,claude-opus-4-6,1
Frontier Math (AIME),1,4493,866,5359,0.04411500,10.24,0,claude-opus-4-6,1
Frontier Math (AIME),1,4529,1197,5726,0.05257000,21.61,0,claude-opus-4-6,1
Frontier Math (AIME),1,4528,666,5194,0.03929000,9.83,0,claude-opus-4-6,1
Frontier Math (AIME),1,4507,1156,5663,0.05143500,15.26,0,claude-opus-4-6,1
Frontier Math (AIME),1,4445,1115,5560,0.05010000,17.40,0,claude-opus-4-6,1
Frontier Math (AIME),1,4477,1315,5792,0.05526000,20.22,0,claude-opus-4-6,1
Frontier Math (AIME),1,4515,1319,5834,0.05555000,16.95,0,claude-opus-4-6,1
Frontier Math (AIME),1,4421,1247,5668,0.05328000,15.26,0,claude-opus-4-6,1
Frontier Math (AIME),1,4703,1245,5948,0.05464000,19.05,0,claude-opus-4-6,1
Frontier Math (AIME),1,4441,1168,5609,0.05140500,21.09,0,claude-opus-4-6,1
Frontier Math (AIME),0,4456,1309,5765,0.05500500,16.28,0,claude-opus-4-6,1
Frontier Math (AIME),1,4440,913,5353,0.04502500,11.88,0,claude-opus-4-6,1
Frontier Math (AIME),0,4456,1170,5626,0.05153000,18.64,0,claude-opus-4-6,1
Frontier Math (AIME),1,4489,1003,5492,0.04752000,12.49,0,claude-opus-4-6,1
Frontier Math (AIME),1,4460,6472,10932,0.18410000,69.22,0,claude-opus-4-6,1
Frontier Math (AIME),1,4504,1251,5755,0.05379500,18.53,0,claude-opus-4-6,1
Frontier Math (AIME),1,4429,1049,5478,0.04837000,14.34,0,claude-opus-4-6,1
Frontier Math (AIME),1,4548,1159,5707,0.05171500,14.03,0,claude-opus-4-6,1
Frontier Math (AIME),1,4478,1372,5850,0.05669000,15.46,0,claude-opus-4-6,1
Frontier Math (AIME),1,4523,1047,5570,0.04879000,13.31,0,claude-opus-4-6,1
Frontier Math (AIME),1,4480,402,4882,0.03245000,6.55,0,claude-opus-4-6,1
Frontier Math (AIME),1,4454,1178,5632,0.05172000,21.09,0,claude-opus-4-6,1
Frontier Math (AIME),1,4518,1282,5800,0.05464000,13.82,0,claude-opus-4-6,1
Frontier Math (AIME),1,4630,1151,5781,0.05192500,15.67,0,claude-opus-4-6,1
Frontier Math (AIME),1,4463,1223,5686,0.05289000,14.95,0,claude-opus-4-6,1
Frontier Math (AIME),1,4503,906,5409,0.04516500,9.83,0,claude-opus-4-6,1
Frontier Math (AIME),1,4410,998,5408,0.04700000,13.21,0,claude-opus-4-6,1
Frontier Math (AIME),1,4480,1280,5760,0.05440000,17.30,0,claude-opus-4-6,1
Frontier Math (AIME),1,4527,1215,5742,0.05301000,18.64,0,claude-opus-4-6,1
Frontier Math (AIME),1,4467,1465,5932,0.05896000,18.23,0,claude-opus-4-6,1
Frontier Math (AIME),1,4444,820,5264,0.04272000,9.12,0,claude-opus-4-6,1
Frontier Math (AIME),1,4462,473,4935,0.03413500,5.93,0,claude-opus-4-6,1
Frontier Math (AIME),1,4552,511,5063,0.03553500,7.37,0,claude-opus-4-6,1
Frontier Math (AIME),1,4480,484,4964,0.03450000,7.27,0,claude-opus-4-6,1
Frontier Math (AIME),1,4522,2161,6683,0.07663500,26.16,0,claude-opus-4-6,1
Frontier Math (AIME),1,4478,657,5135,0.03881500,8.85,0,claude-opus-4-6,1
Frontier Math (AIME),0,4514,1225,5739,0.05319500,17.92,0,claude-opus-4-6,1
Frontier Math (AIME),1,4415,1317,5732,0.05500000,14.44,0,claude-opus-4-6,1
Frontier Math (AIME),1,4545,1084,5629,0.04982500,13.41,0,claude-opus-4-6,1
Frontier Math (AIME),1,4485,963,5448,0.04650000,10.24,0,claude-opus-4-6,1
Frontier Math (AIME),1,4474,1308,5782,0.05507000,21.30,0,claude-opus-4-6,1
Frontier Math (AIME),1,4560,1244,5804,0.05390000,21.40,0,claude-opus-4-6,1
Frontier Math (AIME),1,4468,1322,5790,0.05539000,17.51,0,claude-opus-4-6,1
Frontier Math (AIME),1,4763,1246,6009,0.05496500,26.01,0,claude-opus-4-6,1
Frontier Math (AIME),1,4457,1368,5825,0.05648500,18.42,0,claude-opus-4-6,1
Frontier Math (AIME),1,4503,981,5484,0.04704000,14.55,0,claude-opus-4-6,1
Frontier Math (AIME),1,4565,1247,5812,0.05400000,17.82,0,claude-opus-4-6,1
Frontier Math (AIME),1,4458,1068,5526,0.04899000,14.54,0,claude-opus-4-6,1
Frontier Math (AIME),1,4478,2720,7198,0.09039000,33.69,0,claude-opus-4-6,1
Frontier Math (AIME),1,4469,473,4942,0.03417000,6.86,0,claude-opus-4-6,1
Frontier Math (AIME),1,4527,1299,5826,0.05511000,21.32,0,claude-opus-4-6,1
Frontier Math (AIME),0,4486,1119,5605,0.05040500,12.78,0,claude-opus-4-6,1
Frontier Math (AIME),1,4585,3471,8056,0.10970000,44.03,0,claude-opus-4-6,1
Frontier Math (AIME),0,4518,1127,5645,0.05076500,20.68,0,claude-opus-4-6,1
Frontier Math (AIME),0,5725,1492,7217,0.06592500,20.17,0,claude-opus-4-6,1
Frontier Math (AIME),1,4510,908,5418,0.04525000,11.67,0,claude-opus-4-6,1
Frontier Math (AIME),1,4411,1053,5464,0.04838000,13.21,0,claude-opus-4-6,1
Frontier Math (AIME),1,4736,1270,6006,0.05543000,21.75,0,claude-opus-4-6,1
Frontier Math (AIME),1,4454,1286,5740,0.05442000,19.01,0,claude-opus-4-6,1
Frontier Math (AIME),1,4450,1280,5730,0.05425000,20.48,0,claude-opus-4-6,1
Frontier Math (AIME),1,4505,674,5179,0.03937500,9.32,0,claude-opus-4-6,1
Frontier Math (AIME),1,4560,1034,5594,0.04865000,14.54,0,claude-opus-4-6,1
Frontier Math (AIME),1,4470,706,5176,0.04000000,11.37,0,claude-opus-4-6,1
Frontier Math (AIME),1,4444,1006,5450,0.04737000,12.70,0,claude-opus-4-6,1
Frontier Math (AIME),0,4449,1236,5685,0.05314500,17.51,0,claude-opus-4-6,1
Frontier Math (AIME),1,4469,1278,5747,0.05429500,16.69,0,claude-opus-4-6,1
Frontier Math (AIME),1,4957,1255,6212,0.05616000,18.02,0,claude-opus-4-6,1
Frontier Math (AIME),1,4434,1162,5596,0.05122000,18.84,0,claude-opus-4-6,1
Frontier Math (AIME),1,4513,1183,5696,0.05214000,15.87,0,claude-opus-4-6,1
Frontier Math (AIME),1,4443,1339,5782,0.05569000,15.67,0,claude-opus-4-6,1
Frontier Math (AIME),0,4924,1421,6345,0.06014500,21.81,0,claude-opus-4-6,1
Frontier Math (AIME),1,4546,1208,5754,0.05293000,18.63,0,claude-opus-4-6,1
Frontier Math (AIME),1,4528,1140,5668,0.05114000,21.09,0,claude-opus-4-6,1
Frontier Math (AIME),0,4846,1524,6370,0.06233000,20.48,0,claude-opus-4-6,1
Frontier Math (AIME),1,4505,1150,5655,0.05127500,19.52,0,claude-opus-4-6,1
Frontier Math (AIME),1,4584,1036,5620,0.04882000,15.81,0,claude-opus-4-6,1
Frontier Math (AIME),1,4526,1261,5787,0.05415500,14.23,0,claude-opus-4-6,1
Frontier Math (AIME),0,4563,1267,5830,0.05449000,15.47,0,claude-opus-4-6,1
Frontier Math (AIME),1,4491,875,5366,0.04433000,15.36,0,claude-opus-4-6,1
Frontier Math (AIME),1,4905,1536,6441,0.06292500,22.33,0,claude-opus-4-6,1
Frontier Math (AIME),1,4500,890,5390,0.04475000,11.98,0,claude-opus-4-6,1
Frontier Math (AIME),1,4454,1384,5838,0.05687000,15.26,0,claude-opus-4-6,1
Frontier Math (AIME),1,4535,996,5531,0.04757500,17.51,0,claude-opus-4-6,1
Frontier Math (AIME),1,4489,1279,5768,0.05442000,19.76,0,claude-opus-4-6,1
Frontier Math (AIME),1,4475,1131,5606,0.05065000,14.37,0,claude-opus-4-6,1
Frontier Math (AIME),1,4563,673,5236,0.03964000,9.40,0,claude-opus-4-6,1
Frontier Math (AIME),1,4478,1481,5959,0.05941500,16.55,0,claude-opus-4-6,1
Frontier Math (AIME),1,4802,1232,6034,0.05481000,21.42,0,claude-opus-4-6,1
Frontier Math (AIME),1,4432,1015,5447,0.04753500,14.44,0,claude-opus-4-6,1
Frontier Math (AIME),0,4499,1291,5790,0.05477000,21.60,0,claude-opus-4-6,1
Frontier Math (AIME),1,4468,1110,5578,0.05009000,16.59,0,claude-opus-4-6,1
Frontier Math (AIME),1,4507,634,5141,0.03838500,7.89,0,claude-opus-4-6,1
Frontier Math (AIME),1,4409,1235,5644,0.05292000,22.11,0,claude-opus-4-6,1
Frontier Math (AIME),1,4451,1011,5462,0.04753000,17.51,0,claude-opus-4-6,1
Frontier Math (AIME),1,4460,1147,5607,0.05097500,14.44,0,claude-opus-4-6,1
Frontier Math (AIME),1,4533,906,5439,0.04531500,11.36,0,claude-opus-4-6,1
Frontier Math (AIME),1,4470,1143,5613,0.05092500,16.69,0,claude-opus-4-6,1
Frontier Math (AIME),1,4417,1251,5668,0.05336000,17.51,0,claude-opus-4-6,1
Frontier Math (AIME),1,4491,1694,6185,0.06480500,23.96,0,claude-opus-4-6,1
Frontier Math (AIME),1,4527,842,5369,0.04368500,10.04,0,claude-opus-4-6,1
Frontier Math (AIME),1,4597,520,5117,0.03598500,9.01,0,claude-opus-4-6,1
Frontier Math (AIME),1,4709,755,5464,0.04242000,11.88,0,claude-opus-4-6,1
Frontier Math (AIME),1,4501,833,5334,0.04333000,10.97,0,claude-opus-4-6,1
Frontier Math (AIME),1,4595,1267,5862,0.05465000,23.95,0,claude-opus-4-6,1
Frontier Math (AIME),1,4781,1357,6138,0.05783000,16.07,0,claude-opus-4-6,1
Frontier Math (AIME),1,4594,1477,6071,0.05989500,18.23,0,claude-opus-4-6,1
Frontier Math (AIME),1,4558,1296,5854,0.05519000,17.28,0,claude-opus-4-6,1
Frontier Math (AIME),1,4468,832,5300,0.04314000,10.36,0,claude-opus-4-6,1
Frontier Math (AIME),0,4525,1205,5730,0.05275000,16.38,0,claude-opus-4-6,1
Frontier Math (AIME),1,4495,1335,5830,0.05585000,16.28,0,claude-opus-4-6,1
Frontier Math (AIME),1,4433,1333,5766,0.05549000,17.82,0,claude-opus-4-6,1
Frontier Math (AIME),1,4501,972,5473,0.04680500,14.23,0,claude-opus-4-6,1
Frontier Math (AIME),1,4486,1133,5619,0.05075500,15.36,0,claude-opus-4-6,1
Frontier Math (AIME),1,4458,896,5354,0.04469000,14.34,0,claude-opus-4-6,1
Frontier Math (AIME),0,4601,1560,6161,0.06200500,22.73,0,claude-opus-4-6,1
Frontier Math (AIME),1,4504,1351,5855,0.05629500,19.35,0,claude-opus-4-6,1
Frontier Math (AIME),1,4565,1266,5831,0.05447500,20.07,0,claude-opus-4-6,1
Frontier Math (AIME),1,4450,951,5401,0.04602500,13.62,0,claude-opus-4-6,1
Frontier Math (AIME),0,4530,1328,5858,0.05585000,18.43,0,claude-opus-4-6,1
Frontier Math (AIME),1,4460,1067,5527,0.04897500,21.30,0,claude-opus-4-6,1
Frontier Math (AIME),0,4589,1275,5864,0.05482000,13.82,0,claude-opus-4-6,1
Frontier Math (AIME),1,4464,966,5430,0.04647000,14.34,0,claude-opus-4-6,1
Frontier Math (AIME),1,4745,1365,6110,0.05785000,19.15,0,claude-opus-4-6,1
Frontier Math (AIME),1,4567,643,5210,0.03891000,8.40,0,claude-opus-4-6,1
Frontier Math (AIME),1,4697,1073,5770,0.05031000,12.08,0,claude-opus-4-6,1
Frontier Math (AIME),1,4674,1236,5910,0.05427000,16.59,0,claude-opus-4-6,1
Frontier Math (AIME),1,4666,1140,5806,0.05183000,11.89,0,claude-opus-4-6,1
Frontier Math (AIME),1,4645,1133,5778,0.05155000,17.29,0,claude-opus-4-6,1
Frontier Math (AIME),1,4604,794,5398,0.04287000,12.08,0,claude-opus-4-6,1
Frontier Math (AIME),1,4607,847,5454,0.04421000,14.03,0,claude-opus-4-6,1
Frontier Math (AIME),0,4590,1492,6082,0.06025000,23.25,0,claude-opus-4-6,1
Frontier Math (AIME),1,4581,549,5130,0.03663000,11.26,0,claude-opus-4-6,1
Frontier Math (AIME),1,4650,901,5551,0.04577500,11.47,0,claude-opus-4-6,1
Frontier Math (AIME),1,4680,1099,5779,0.05087500,19.35,0,claude-opus-4-6,1
Frontier Math (AIME),1,4605,3240,7845,0.10402500,43.72,0,claude-opus-4-6,1
Frontier Math (AIME),1,4591,945,5536,0.04658000,11.05,0,claude-opus-4-6,1
Frontier Math (AIME),1,4743,1301,6044,0.05624000,16.28,0,claude-opus-4-6,1
Frontier Math (AIME),1,4608,1407,6015,0.05821500,24.27,0,claude-opus-4-6,1
Frontier Math (AIME),1,4692,1156,5848,0.05236000,11.98,0,claude-opus-4-6,1
Frontier Math (AIME),1,4568,572,5140,0.03714000,7.78,0,claude-opus-4-6,1
Frontier Math (AIME),1,4666,1303,5969,0.05590500,19.15,0,claude-opus-4-6,1
Frontier Math (AIME),1,4658,1012,5670,0.04859000,10.75,0,claude-opus-4-6,1
Frontier Math (AIME),1,4611,1166,5777,0.05220500,18.33,0,claude-opus-4-6,1
Frontier Math (AIME),1,4709,1352,6061,0.05734500,16.38,0,claude-opus-4-6,1
Frontier Math (AIME),1,4641,460,5101,0.03470500,7.17,0,claude-opus-4-6,1
Frontier Math (AIME),1,4718,911,5629,0.04636500,14.54,0,claude-opus-4-6,1
Frontier Math (AIME),1,4587,513,5100,0.03576000,6.25,0,claude-opus-4-6,1
Frontier Math (AIME),1,4734,895,5629,0.04604500,10.65,0,claude-opus-4-6,1
Frontier Math (AIME),1,4570,1152,5722,0.05165000,17.51,0,claude-opus-4-6,1
