Category,FM_Acc,Tokens_In,Tokens_Out,Total_Tokens,Cost,Duration,Infra_Noise_Rate,Endpoint,Total_Inferences
Frontier Math (AIME),1,4504,1266,5770,0.05417000,18.46,0,claude-opus-4-6,1
Frontier Math (AIME),1,4526,2678,7204,0.08958000,36.92,0,claude-opus-4-6,1
Frontier Math (AIME),0,4520,1260,5780,0.05410000,22.95,0,claude-opus-4-6,1
Frontier Math (AIME),0,4583,1202,5785,0.05296500,20.18,0,claude-opus-4-6,1
Frontier Math (AIME),0,4575,1198,5773,0.05282500,19.59,0,claude-opus-4-6,1
Frontier Math (AIME),1,4467,1189,5656,0.05206000,17.38,0,claude-opus-4-6,1
Frontier Math (AIME),0,4786,1391,6177,0.05870500,20.27,0,claude-opus-4-6,1
Frontier Math (AIME),1,4446,1040,5486,0.04823000,12.49,0,claude-opus-4-6,1
Frontier Math (AIME),1,4575,1041,5616,0.04890000,15.10,0,claude-opus-4-6,1
Frontier Math (AIME),1,4522,1257,5779,0.05403500,17.24,0,claude-opus-4-6,1
Frontier Math (AIME),1,4455,3479,7934,0.10925000,40.77,0,claude-opus-4-6,1
Frontier Math (AIME),1,4441,1135,5576,0.05058000,13.54,0,claude-opus-4-6,1
Frontier Math (AIME),1,4488,702,5190,0.03999000,11.15,0,claude-opus-4-6,1
Frontier Math (AIME),1,4518,1241,5759,0.05361500,17.81,0,claude-opus-4-6,1
Frontier Math (AIME),1,4466,1926,6392,0.07048000,25.70,0,claude-opus-4-6,1
Frontier Math (AIME),1,4466,1626,6092,0.06298000,21.92,0,claude-opus-4-6,1
Frontier Math (AIME),0,4539,1298,5837,0.05514500,18.94,0,claude-opus-4-6,1
Frontier Math (AIME),1,4477,919,5396,0.04536000,13.43,0,claude-opus-4-6,1
Frontier Math (AIME),1,4454,1125,5579,0.05039500,14.11,0,claude-opus-4-6,1
Frontier Math (AIME),1,4482,593,5075,0.03723500,8.49,0,claude-opus-4-6,1
Frontier Math (AIME),1,4631,1324,5955,0.05625500,17.17,0,claude-opus-4-6,1
Frontier Math (AIME),1,4568,4099,8667,0.12531500,60.62,0,claude-opus-4-6,1
Frontier Math (AIME),0,4570,1329,5899,0.05607500,22.46,0,claude-opus-4-6,1
Frontier Math (AIME),0,4456,1418,5874,0.05773000,17.99,0,claude-opus-4-6,1
Frontier Math (AIME),1,4447,1036,5483,0.04813500,15.66,0,claude-opus-4-6,1
Frontier Math (AIME),1,4488,735,5223,0.04081500,8.50,0,claude-opus-4-6,1
Frontier Math (AIME),1,4448,2084,6532,0.07434000,25.48,0,claude-opus-4-6,1
Frontier Math (AIME),1,4441,1379,5820,0.05668000,16.50,0,claude-opus-4-6,1
Frontier Math (AIME),1,4466,1249,5715,0.05355500,15.16,0,claude-opus-4-6,1
Frontier Math (AIME),0,4441,1144,5585,0.05080500,21.90,0,claude-opus-4-6,1
Frontier Math (AIME),1,4466,1317,5783,0.05525500,19.24,0,claude-opus-4-6,1
Frontier Math (AIME),1,4458,401,4859,0.03231500,6.35,0,claude-opus-4-6,1
Frontier Math (AIME),0,4474,1388,5862,0.05707000,17.60,0,claude-opus-4-6,1
Frontier Math (AIME),1,4437,846,5283,0.04333500,11.01,0,claude-opus-4-6,1
Frontier Math (AIME),1,4554,1360,5914,0.05677000,19.20,0,claude-opus-4-6,1
Frontier Math (AIME),1,4760,3398,8158,0.10875000,53.04,0,claude-opus-4-6,1
Frontier Math (AIME),1,4667,1382,6049,0.05788500,13.93,0,claude-opus-4-6,1
Frontier Math (AIME),1,4452,565,5017,0.03638500,6.75,0,claude-opus-4-6,1
Frontier Math (AIME),1,4451,598,5049,0.03720500,10.42,0,claude-opus-4-6,1
Frontier Math (AIME),0,4497,1194,5691,0.05233500,19.86,0,claude-opus-4-6,1
Frontier Math (AIME),1,4484,1018,5502,0.04787000,13.41,0,claude-opus-4-6,1
Frontier Math (AIME),0,4437,1057,5494,0.04861000,18.12,0,claude-opus-4-6,1
Frontier Math (AIME),0,4523,1260,5783,0.05411500,18.64,0,claude-opus-4-6,1
Frontier Math (AIME),0,4551,1613,6164,0.06308000,20.27,0,claude-opus-4-6,1
Frontier Math (AIME),1,4920,1496,6416,0.06200000,21.56,0,claude-opus-4-6,1
Frontier Math (AIME),1,4577,1163,5740,0.05196000,14.57,0,claude-opus-4-6,1
Frontier Math (AIME),1,4523,2130,6653,0.07586500,29.39,0,claude-opus-4-6,1
Frontier Math (AIME),1,4468,922,5390,0.04539000,10.85,0,claude-opus-4-6,1
Frontier Math (AIME),1,4463,1432,5895,0.05811500,21.70,0,claude-opus-4-6,1
Frontier Math (AIME),0,4470,8000,12470,0.22235000,72.38,0,claude-opus-4-6,1
Frontier Math (AIME),0,4548,1368,5916,0.05694000,19.76,0,claude-opus-4-6,1
Frontier Math (AIME),0,5047,1381,6428,0.05976000,20.52,0,claude-opus-4-6,1
Frontier Math (AIME),1,4473,1102,5575,0.04991500,15.23,0,claude-opus-4-6,1
Frontier Math (AIME),1,4481,679,5160,0.03938000,10.34,0,claude-opus-4-6,1
Frontier Math (AIME),1,4520,1105,5625,0.05022500,19.04,0,claude-opus-4-6,1
Frontier Math (AIME),0,4466,1291,5757,0.05460500,13.81,0,claude-opus-4-6,1
Frontier Math (AIME),1,4534,3999,8533,0.12264500,63.49,0,claude-opus-4-6,1
Frontier Math (AIME),1,4539,1487,6026,0.05987000,22.98,0,claude-opus-4-6,1
Frontier Math (AIME),1,4486,826,5312,0.04308000,10.80,0,claude-opus-4-6,1
Frontier Math (AIME),1,4429,1089,5518,0.04937000,14.33,0,claude-opus-4-6,1
Frontier Math (AIME),1,4819,1363,6182,0.05817000,21.09,0,claude-opus-4-6,1
Frontier Math (AIME),1,4501,1065,5566,0.04913000,11.59,0,claude-opus-4-6,1
Frontier Math (AIME),0,4541,7999,12540,0.22268000,78.61,0,claude-opus-4-6,1
Frontier Math (AIME),1,4435,1189,5624,0.05190000,17.42,0,claude-opus-4-6,1
Frontier Math (AIME),1,4703,1097,5800,0.05094000,13.00,0,claude-opus-4-6,1
Frontier Math (AIME),1,4424,649,5073,0.03834500,8.58,0,claude-opus-4-6,1
Frontier Math (AIME),1,4539,1083,5622,0.04977000,20.90,0,claude-opus-4-6,1
Frontier Math (AIME),1,4474,1249,5723,0.05359500,19.96,0,claude-opus-4-6,1
Frontier Math (AIME),1,4530,1253,5783,0.05397500,18.31,0,claude-opus-4-6,1
Frontier Math (AIME),1,4491,900,5391,0.04495500,12.29,0,claude-opus-4-6,1
Frontier Math (AIME),1,4469,1206,5675,0.05249500,16.60,0,claude-opus-4-6,1
Frontier Math (AIME),0,4545,1649,6194,0.06395000,21.28,0,claude-opus-4-6,1
Frontier Math (AIME),1,4498,1224,5722,0.05309000,21.96,0,claude-opus-4-6,1
Frontier Math (AIME),1,4485,1128,5613,0.05062500,15.31,0,claude-opus-4-6,1
Frontier Math (AIME),1,4505,852,5357,0.04382500,10.14,0,claude-opus-4-6,1
Frontier Math (AIME),1,4560,1273,5833,0.05462500,20.89,0,claude-opus-4-6,1
Frontier Math (AIME),0,4449,1356,5805,0.05614500,18.21,0,claude-opus-4-6,1
Frontier Math (AIME),1,4471,1246,5717,0.05350500,15.26,0,claude-opus-4-6,1
Frontier Math (AIME),0,4547,1339,5886,0.05621000,19.76,0,claude-opus-4-6,1
Frontier Math (AIME),1,4499,1107,5606,0.05017000,14.43,0,claude-opus-4-6,1
Frontier Math (AIME),1,4459,331,4790,0.03057000,4.81,0,claude-opus-4-6,1
Frontier Math (AIME),1,4505,1391,5896,0.05730000,22.05,0,claude-opus-4-6,1
Frontier Math (AIME),1,4431,1376,5807,0.05655500,20.08,0,claude-opus-4-6,1
Frontier Math (AIME),1,4413,548,4961,0.03576500,7.16,0,claude-opus-4-6,1
Frontier Math (AIME),0,4540,1267,5807,0.05437500,16.77,0,claude-opus-4-6,1
Frontier Math (AIME),1,4491,742,5233,0.04100500,7.87,0,claude-opus-4-6,1
Frontier Math (AIME),1,4456,1378,5834,0.05673000,23.24,0,claude-opus-4-6,1
Frontier Math (AIME),1,4519,1133,5652,0.05092000,14.86,0,claude-opus-4-6,1
Frontier Math (AIME),0,4498,1190,5688,0.05224000,18.29,0,claude-opus-4-6,1
Frontier Math (AIME),1,4480,1421,5901,0.05792500,19.57,0,claude-opus-4-6,1
Frontier Math (AIME),1,4511,960,5471,0.04655500,12.11,0,claude-opus-4-6,1
Frontier Math (AIME),0,4533,1396,5929,0.05756500,21.36,0,claude-opus-4-6,1
Frontier Math (AIME),1,4435,1454,5889,0.05852500,19.55,0,claude-opus-4-6,1
Frontier Math (AIME),1,4461,1248,5709,0.05350500,18.02,0,claude-opus-4-6,1
Frontier Math (AIME),1,4509,1225,5734,0.05317000,14.64,0,claude-opus-4-6,1
Frontier Math (AIME),1,4503,932,5435,0.04581500,13.52,0,claude-opus-4-6,1
Frontier Math (AIME),1,4431,1249,5680,0.05338000,22.02,0,claude-opus-4-6,1
Frontier Math (AIME),1,4544,1161,5705,0.05174500,13.00,0,claude-opus-4-6,1
Frontier Math (AIME),1,4566,1217,5783,0.05325500,21.71,0,claude-opus-4-6,1
Frontier Math (AIME),1,4523,1248,5771,0.05381500,17.10,0,claude-opus-4-6,1
Frontier Math (AIME),0,4584,1329,5913,0.05614500,20.29,0,claude-opus-4-6,1
Frontier Math (AIME),1,4466,1118,5584,0.05028000,11.15,0,claude-opus-4-6,1
Frontier Math (AIME),1,4504,1197,5701,0.05244500,13.15,0,claude-opus-4-6,1
Frontier Math (AIME),1,4546,6664,11210,0.18933000,79.08,0,claude-opus-4-6,1
Frontier Math (AIME),1,4514,1029,5543,0.04829500,15.00,0,claude-opus-4-6,1
Frontier Math (AIME),0,4438,1488,5926,0.05939000,18.28,0,claude-opus-4-6,1
Frontier Math (AIME),1,4520,3749,8269,0.11632500,48.95,0,claude-opus-4-6,1
Frontier Math (AIME),1,4491,1017,5508,0.04788000,13.62,0,claude-opus-4-6,1
Frontier Math (AIME),1,4441,938,5379,0.04565500,15.66,0,claude-opus-4-6,1
Frontier Math (AIME),1,4489,1014,5503,0.04779500,15.37,0,claude-opus-4-6,1
Frontier Math (AIME),0,4478,1158,5636,0.05134000,17.08,0,claude-opus-4-6,1
Frontier Math (AIME),1,4625,2311,6936,0.08090000,35.03,0,claude-opus-4-6,1
Frontier Math (AIME),1,4441,497,4938,0.03463000,10.75,0,claude-opus-4-6,1
Frontier Math (AIME),1,4477,1236,5713,0.05328500,22.73,0,claude-opus-4-6,1
Frontier Math (AIME),1,4399,1034,5433,0.04784500,13.78,0,claude-opus-4-6,1
Frontier Math (AIME),1,4542,814,5356,0.04306000,13.55,0,claude-opus-4-6,1
Frontier Math (AIME),0,4527,8000,12527,0.22263500,99.03,0,claude-opus-4-6,1
Frontier Math (AIME),1,4441,1257,5698,0.05363000,23.75,0,claude-opus-4-6,1
Frontier Math (AIME),1,4538,900,5438,0.04519000,13.10,0,claude-opus-4-6,1
Frontier Math (AIME),1,4433,1115,5548,0.05004000,15.67,0,claude-opus-4-6,1
Frontier Math (AIME),0,4483,1340,5823,0.05591500,20.17,0,claude-opus-4-6,1
Frontier Math (AIME),0,4554,1265,5819,0.05439500,21.18,0,claude-opus-4-6,1
Frontier Math (AIME),1,4480,1080,5560,0.04940000,10.99,0,claude-opus-4-6,1
Frontier Math (AIME),1,4489,1125,5614,0.05057000,13.68,0,claude-opus-4-6,1
Frontier Math (AIME),1,4471,1218,5689,0.05280500,20.89,0,claude-opus-4-6,1
Frontier Math (AIME),1,4501,1025,5526,0.04813000,12.45,0,claude-opus-4-6,1
Frontier Math (AIME),1,4493,740,5233,0.04096500,8.01,0,claude-opus-4-6,1
Frontier Math (AIME),1,4529,999,5528,0.04762000,13.13,0,claude-opus-4-6,1
Frontier Math (AIME),1,4528,697,5225,0.04006500,9.15,0,claude-opus-4-6,1
Frontier Math (AIME),1,4507,1186,5693,0.05218500,12.25,0,claude-opus-4-6,1
Frontier Math (AIME),0,4445,1051,5496,0.04850000,14.34,0,claude-opus-4-6,1
Frontier Math (AIME),1,4477,1463,5940,0.05896000,18.94,0,claude-opus-4-6,1
Frontier Math (AIME),1,4515,1477,5992,0.05950000,18.33,0,claude-opus-4-6,1
Frontier Math (AIME),1,4421,1276,5697,0.05400500,16.09,0,claude-opus-4-6,1
Frontier Math (AIME),1,4703,1186,5889,0.05316500,19.03,0,claude-opus-4-6,1
Frontier Math (AIME),1,4441,1159,5600,0.05118000,20.79,0,claude-opus-4-6,1
Frontier Math (AIME),1,4456,1767,6223,0.06645500,18.13,0,claude-opus-4-6,1
Frontier Math (AIME),1,4440,1007,5447,0.04737500,14.43,0,claude-opus-4-6,1
Frontier Math (AIME),0,4456,1451,5907,0.05855500,16.89,0,claude-opus-4-6,1
Frontier Math (AIME),1,4489,1195,5684,0.05232000,14.02,0,claude-opus-4-6,1
Frontier Math (AIME),1,4460,1297,5757,0.05472500,20.00,0,claude-opus-4-6,1
Frontier Math (AIME),1,4504,1178,5682,0.05197000,19.32,0,claude-opus-4-6,1
Frontier Math (AIME),1,4429,1141,5570,0.05067000,16.06,0,claude-opus-4-6,1
Frontier Math (AIME),1,4548,984,5532,0.04734000,13.73,0,claude-opus-4-6,1
Frontier Math (AIME),1,4478,1347,5825,0.05606500,17.42,0,claude-opus-4-6,1
Frontier Math (AIME),1,4523,1333,5856,0.05594000,18.00,0,claude-opus-4-6,1
Frontier Math (AIME),1,4480,551,5031,0.03617500,7.99,0,claude-opus-4-6,1
Frontier Math (AIME),1,4454,1123,5577,0.05034500,18.84,0,claude-opus-4-6,1
Frontier Math (AIME),1,4518,1100,5618,0.05009000,13.30,0,claude-opus-4-6,1
Frontier Math (AIME),1,4630,1541,6171,0.06167500,20.07,0,claude-opus-4-6,1
Frontier Math (AIME),1,4463,1371,5834,0.05659000,18.74,0,claude-opus-4-6,1
Frontier Math (AIME),1,4503,1053,5556,0.04884000,13.52,0,claude-opus-4-6,1
Frontier Math (AIME),1,4410,1075,5485,0.04892500,15.37,0,claude-opus-4-6,1
Frontier Math (AIME),1,4480,1336,5816,0.05580000,18.73,0,claude-opus-4-6,1
Frontier Math (AIME),0,4527,1100,5627,0.05013500,18.02,0,claude-opus-4-6,1
Frontier Math (AIME),1,4467,1512,5979,0.06013500,21.39,0,claude-opus-4-6,1
Frontier Math (AIME),1,4444,848,5292,0.04342000,10.80,0,claude-opus-4-6,1
Frontier Math (AIME),1,4462,751,5213,0.04108500,9.16,0,claude-opus-4-6,1
Frontier Math (AIME),1,4552,615,5167,0.03813500,7.90,0,claude-opus-4-6,1
Frontier Math (AIME),1,4480,703,5183,0.03997500,10.52,0,claude-opus-4-6,1
Frontier Math (AIME),1,4522,1578,6100,0.06206000,22.20,0,claude-opus-4-6,1
Frontier Math (AIME),1,4478,693,5171,0.03971500,9.44,0,claude-opus-4-6,1
Frontier Math (AIME),0,4514,1316,5830,0.05547000,20.98,0,claude-opus-4-6,1
Frontier Math (AIME),1,4415,1326,5741,0.05522500,17.68,0,claude-opus-4-6,1
Frontier Math (AIME),1,4545,1122,5667,0.05077500,14.48,0,claude-opus-4-6,1
Frontier Math (AIME),1,4485,926,5411,0.04557500,9.72,0,claude-opus-4-6,1
Frontier Math (AIME),0,4474,1414,5888,0.05772000,23.03,0,claude-opus-4-6,1
Frontier Math (AIME),1,4560,1200,5760,0.05280000,20.17,0,claude-opus-4-6,1
Frontier Math (AIME),1,4468,1168,5636,0.05154000,16.27,0,claude-opus-4-6,1
Frontier Math (AIME),1,4763,1287,6050,0.05599000,25.59,0,claude-opus-4-6,1
Frontier Math (AIME),1,4457,1373,5830,0.05661000,21.79,0,claude-opus-4-6,1
Frontier Math (AIME),1,4503,909,5412,0.04524000,12.70,0,claude-opus-4-6,1
Frontier Math (AIME),1,4565,1229,5794,0.05355000,16.07,0,claude-opus-4-6,1
Frontier Math (AIME),1,4458,1288,5746,0.05449000,16.20,0,claude-opus-4-6,1
Frontier Math (AIME),1,4478,1011,5489,0.04766500,13.70,0,claude-opus-4-6,1
Frontier Math (AIME),1,4469,377,4846,0.03177000,5.22,0,claude-opus-4-6,1
Frontier Math (AIME),1,4527,1272,5799,0.05443500,20.86,0,claude-opus-4-6,1
Frontier Math (AIME),0,4486,987,5473,0.04710500,14.09,0,claude-opus-4-6,1
Frontier Math (AIME),1,4585,1538,6123,0.06137500,19.83,0,claude-opus-4-6,1
Frontier Math (AIME),1,4518,1157,5675,0.05151500,21.12,0,claude-opus-4-6,1
Frontier Math (AIME),1,5725,1367,7092,0.06280000,18.82,0,claude-opus-4-6,1
Frontier Math (AIME),1,4510,739,5249,0.04102500,10.85,0,claude-opus-4-6,1
Frontier Math (AIME),1,4411,972,5383,0.04635500,12.18,0,claude-opus-4-6,1
Frontier Math (AIME),1,4736,1397,6133,0.05860500,24.77,0,claude-opus-4-6,1
Frontier Math (AIME),0,4454,1142,5596,0.05082000,18.53,0,claude-opus-4-6,1
Frontier Math (AIME),1,4450,1226,5676,0.05290000,17.60,0,claude-opus-4-6,1
Frontier Math (AIME),1,4505,628,5133,0.03822500,6.96,0,claude-opus-4-6,1
Frontier Math (AIME),1,4560,770,5330,0.04205000,11.87,0,claude-opus-4-6,1
Frontier Math (AIME),1,4470,780,5250,0.04185000,10.66,0,claude-opus-4-6,1
Frontier Math (AIME),1,4444,1109,5553,0.04994500,15.97,0,claude-opus-4-6,1
Frontier Math (AIME),1,4449,1308,5757,0.05494500,15.56,0,claude-opus-4-6,1
Frontier Math (AIME),1,4469,1653,6122,0.06367000,16.57,0,claude-opus-4-6,1
Frontier Math (AIME),1,4957,1365,6322,0.05891000,20.90,0,claude-opus-4-6,1
Frontier Math (AIME),1,4434,1065,5499,0.04879500,19.55,0,claude-opus-4-6,1
Frontier Math (AIME),1,4513,2712,7225,0.09036500,33.49,0,claude-opus-4-6,1
Frontier Math (AIME),1,4443,1277,5720,0.05414000,16.27,0,claude-opus-4-6,1
Frontier Math (AIME),0,4924,1329,6253,0.05784500,19.97,0,claude-opus-4-6,1
Frontier Math (AIME),1,4546,1139,5685,0.05120500,14.23,0,claude-opus-4-6,1
Frontier Math (AIME),0,4528,1023,5551,0.04821500,20.27,0,claude-opus-4-6,1
Frontier Math (AIME),0,4846,1284,6130,0.05633000,19.65,0,claude-opus-4-6,1
Frontier Math (AIME),1,4505,1191,5696,0.05230000,19.14,0,claude-opus-4-6,1
Frontier Math (AIME),1,4584,946,5530,0.04657000,15.35,0,claude-opus-4-6,1
Frontier Math (AIME),1,4526,1156,5682,0.05153000,14.53,0,claude-opus-4-6,1
Frontier Math (AIME),0,4563,1398,5961,0.05776500,19.15,0,claude-opus-4-6,1
Frontier Math (AIME),1,4491,842,5333,0.04350500,15.76,0,claude-opus-4-6,1
Frontier Math (AIME),1,4905,1283,6188,0.05660000,18.93,0,claude-opus-4-6,1
Frontier Math (AIME),0,4500,969,5469,0.04672500,10.45,0,claude-opus-4-6,1
Frontier Math (AIME),1,4454,1297,5751,0.05469500,14.23,0,claude-opus-4-6,1
Frontier Math (AIME),1,4535,923,5458,0.04575000,13.30,0,claude-opus-4-6,1
Frontier Math (AIME),1,4489,1173,5662,0.05177000,18.22,0,claude-opus-4-6,1
Frontier Math (AIME),1,4475,1191,5666,0.05215000,14.78,0,claude-opus-4-6,1
Frontier Math (AIME),1,4563,726,5289,0.04096500,9.78,0,claude-opus-4-6,1
Frontier Math (AIME),1,4478,1329,5807,0.05561500,14.44,0,claude-opus-4-6,1
Frontier Math (AIME),1,4802,1197,5999,0.05393500,22.11,0,claude-opus-4-6,1
Frontier Math (AIME),1,4432,1036,5468,0.04806000,11.97,0,claude-opus-4-6,1
Frontier Math (AIME),1,4499,1225,5724,0.05312000,16.27,0,claude-opus-4-6,1
Frontier Math (AIME),1,4468,1098,5566,0.04979000,14.65,0,claude-opus-4-6,1
Frontier Math (AIME),1,4507,632,5139,0.03833500,8.69,0,claude-opus-4-6,1
Frontier Math (AIME),0,4409,1147,5556,0.05072000,18.34,0,claude-opus-4-6,1
Frontier Math (AIME),1,4451,1122,5573,0.05030500,13.11,0,claude-opus-4-6,1
Frontier Math (AIME),1,4460,1045,5505,0.04842500,13.27,0,claude-opus-4-6,1
Frontier Math (AIME),1,4533,775,5308,0.04204000,8.81,0,claude-opus-4-6,1
Frontier Math (AIME),1,4470,1175,5645,0.05172500,19.44,0,claude-opus-4-6,1
Frontier Math (AIME),1,4417,6085,10502,0.17421000,70.96,0,claude-opus-4-6,1
Frontier Math (AIME),0,4491,1285,5776,0.05458000,20.99,0,claude-opus-4-6,1
Frontier Math (AIME),1,4527,844,5371,0.04373500,11.88,0,claude-opus-4-6,1
Frontier Math (AIME),1,4597,374,4971,0.03233500,6.04,0,claude-opus-4-6,1
Frontier Math (AIME),1,4709,800,5509,0.04354500,13.72,0,claude-opus-4-6,1
Frontier Math (AIME),1,4501,690,5191,0.03975500,9.31,0,claude-opus-4-6,1
Frontier Math (AIME),1,4595,1476,6071,0.05987500,22.12,0,claude-opus-4-6,1
Frontier Math (AIME),1,4781,1231,6012,0.05468000,12.49,0,claude-opus-4-6,1
Frontier Math (AIME),0,4594,8000,12594,0.22297000,100.97,0,claude-opus-4-6,1
Frontier Math (AIME),1,4558,1169,5727,0.05201500,13.92,0,claude-opus-4-6,1
Frontier Math (AIME),1,4468,697,5165,0.03976500,6.96,0,claude-opus-4-6,1
Frontier Math (AIME),1,4525,1549,6074,0.06135000,22.11,0,claude-opus-4-6,1
Frontier Math (AIME),0,4495,1382,5877,0.05702500,20.68,0,claude-opus-4-6,1
Frontier Math (AIME),1,4433,1398,5831,0.05711500,20.67,0,claude-opus-4-6,1
Frontier Math (AIME),1,4501,787,5288,0.04218000,11.16,0,claude-opus-4-6,1
Frontier Math (AIME),0,4486,1124,5610,0.05053000,16.99,0,claude-opus-4-6,1
Frontier Math (AIME),1,4458,1039,5497,0.04826500,16.70,0,claude-opus-4-6,1
Frontier Math (AIME),1,4601,1446,6047,0.05915500,22.52,0,claude-opus-4-6,1
Frontier Math (AIME),1,4504,1372,5876,0.05682000,18.97,0,claude-opus-4-6,1
Frontier Math (AIME),1,4565,1325,5890,0.05595000,23.83,0,claude-opus-4-6,1
Frontier Math (AIME),1,4450,875,5325,0.04412500,11.66,0,claude-opus-4-6,1
Frontier Math (AIME),1,4530,1502,6032,0.06020000,20.27,0,claude-opus-4-6,1
Frontier Math (AIME),1,4460,848,5308,0.04350000,15.98,0,claude-opus-4-6,1
Frontier Math (AIME),1,4435,1277,5712,0.05410000,13.54,0,claude-opus-4-6,1
Frontier Math (AIME),1,4464,1031,5495,0.04809500,13.88,0,claude-opus-4-6,1
Frontier Math (AIME),1,4591,1244,5835,0.05405500,17.82,0,claude-opus-4-6,1
Frontier Math (AIME),1,4413,638,5051,0.03801500,8.86,0,claude-opus-4-6,1
Frontier Math (AIME),1,4543,1097,5640,0.05014000,14.71,0,claude-opus-4-6,1
Frontier Math (AIME),0,4520,1115,5635,0.05047500,15.63,0,claude-opus-4-6,1
Frontier Math (AIME),1,4512,1346,5858,0.05621000,12.68,0,claude-opus-4-6,1
Frontier Math (AIME),1,4491,1145,5636,0.05108000,15.26,0,claude-opus-4-6,1
Frontier Math (AIME),1,4450,1105,5555,0.04987500,15.55,0,claude-opus-4-6,1
Frontier Math (AIME),1,4453,989,5442,0.04699000,17.09,0,claude-opus-4-6,1
Frontier Math (AIME),1,4436,1395,5831,0.05705500,19.05,0,claude-opus-4-6,1
Frontier Math (AIME),1,4427,496,4923,0.03453500,6.95,0,claude-opus-4-6,1
Frontier Math (AIME),1,4496,901,5397,0.04500500,10.54,0,claude-opus-4-6,1
Frontier Math (AIME),1,4526,1092,5618,0.04993000,17.20,0,claude-opus-4-6,1
Frontier Math (AIME),1,4451,2106,6557,0.07490500,31.38,0,claude-opus-4-6,1
Frontier Math (AIME),1,4437,998,5435,0.04713500,12.88,0,claude-opus-4-6,1
Frontier Math (AIME),1,4589,1317,5906,0.05587000,17.67,0,claude-opus-4-6,1
Frontier Math (AIME),1,4454,1408,5862,0.05747000,21.30,0,claude-opus-4-6,1
Frontier Math (AIME),1,4538,1255,5793,0.05406500,15.25,0,claude-opus-4-6,1
Frontier Math (AIME),1,4414,594,5008,0.03692000,8.69,0,claude-opus-4-6,1
Frontier Math (AIME),1,4512,1452,5964,0.05886000,18.61,0,claude-opus-4-6,1
Frontier Math (AIME),1,4504,945,5449,0.04614500,11.30,0,claude-opus-4-6,1
Frontier Math (AIME),1,4457,1142,5599,0.05083500,19.19,0,claude-opus-4-6,1
Frontier Math (AIME),1,4555,1284,5839,0.05487500,15.13,0,claude-opus-4-6,1
Frontier Math (AIME),1,4487,453,4940,0.03376000,6.27,0,claude-opus-4-6,1
Frontier Math (AIME),1,4564,835,5399,0.04369500,12.26,0,claude-opus-4-6,1
Frontier Math (AIME),1,4433,1037,5470,0.04809000,12.51,0,claude-opus-4-6,1
Frontier Math (AIME),1,4580,963,5543,0.04697500,11.04,0,claude-opus-4-6,1
Frontier Math (AIME),1,4416,1113,5529,0.04990500,15.67,0,claude-opus-4-6,1
