Category,S1_Acc,DASE_Acc,State,Commit_Reason,Steps,Final_X,Spatial_Cost,Alpha_Weight,Cost,Tokens,Duration,Infra_Noise,Infra_Noise_Rate
Frontier Math (AIME),0,1,STABLE,left_wall,4,-4,0.04,0.2,0.074733,26900,200.51,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,4,-4,0.04,0.2,0.171154,59456,163.57,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,4,-4,0.04,0.2,0.156862,55677,188.88,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,4,-4,0.04,0.2,0.023157,10925,141.47,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,4,4,0.04,0.2,0.057677,22334,128.99,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,4,-4,0.04,0.2,0.171249,59727,189.09,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,4,-4,0.04,0.2,0.11708,41581,208.03,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,3,0.15,0.2,0.34048,129162,481.54,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,4,-4,0.04,0.2,0.151126,57691,204.91,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,14,-4,0.14,0.2,0.390389,141835,623.28,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,14,-4,0.14,0.2,0.347128,130122,509.63,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,4,0.04,0.2,0.119725,42996,111.98,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,6,-4,0.06,0.2,0.159618,60557,264.53,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,4,0.04,0.2,0.099284,37626,125.98,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,4,0.04,0.2,0.117158,41693,127.64,0,0.0
Frontier Math (AIME),0,0,STABLE,right_wall,4,4,0.04,0.2,0.080367,29637,161.7,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,4,-4,0.04,0.2,0.158698,56053,186.52,0,0.0
Frontier Math (AIME),0,0,UNSTABLE,fallback,15,-1,0.15,0.2,0.470365,172474,684.16,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,8,-4,0.08,0.2,0.128641,48194,336.25,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,10,-4,0.1,0.2,0.35281,127740,475.22,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,4,-4,0.04,0.2,0.147904,52430,192.42,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,4,-4,0.04,0.2,0.131012,46292,197.88,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,10,4,0.1,0.2,0.214386,78427,382.75,0,0.0
Frontier Math (AIME),0,1,UNSTABLE,fallback,15,1,0.15,0.2,0.359964,132170,577.57,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,-1,0.15,0.2,0.519831,188053,770.9,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,6,-4,0.06,0.2,0.214396,77160,295.07,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,6,4,0.06,0.2,0.10854,40268,215.2,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,12,-4,0.12,0.2,0.31471,114876,526.54,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,6,-4,0.06,0.2,0.23339,82719,259.54,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,4,-4,0.04,0.2,0.111702,40886,180.58,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,10,-4,0.1,0.2,0.352158,129331,464.35,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,1,0.15,0.2,0.237005,87629,472.15,0,0.0
Frontier Math (AIME),0,0,STABLE,right_wall,4,4,0.04,0.2,0.172479,60333,192.57,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,4,-4,0.04,0.2,0.116622,41786,175.92,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,4,-4,0.04,0.2,0.025433,10997,152.14,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,4,0.04,0.2,0.131856,46741,143.07,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,10,4,0.1,0.2,0.241672,89190,419.7,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,6,-4,0.06,0.2,0.227259,80972,264.88,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,4,-4,0.04,0.2,0.099818,37026,176.56,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,4,-4,0.04,0.2,0.055829,21439,149.6,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,4,-4,0.04,0.2,0.172612,60341,173.13,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,6,-4,0.06,0.2,0.091252,34394,248.19,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,4,0.04,0.2,0.059425,22504,66.13,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,8,4,0.08,0.2,0.143367,53318,181.86,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,4,0.04,0.2,0.11636,42280,125.5,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,4,-4,0.04,0.2,0.137829,49380,160.73,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,4,-4,0.04,0.2,0.019815,9463,155.33,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,4,-4,0.04,0.2,0.179517,63651,197.81,0,0.0
Frontier Math (AIME),0,0,STABLE,right_wall,4,4,0.04,0.2,0.189363,71583,242.07,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,8,4,0.08,0.2,0.136032,50907,251.06,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,6,-4,0.06,0.2,0.177157,65612,251.9,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,6,-4,0.06,0.2,0.219499,77105,273.38,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,4,-4,0.04,0.2,0.128742,45578,195.29,0,0.0
Frontier Math (AIME),0,0,STABLE,right_wall,4,4,0.04,0.2,0.022936,11468,141.33,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,4,-4,0.04,0.2,0.17171,60481,198.66,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,4,-4,0.04,0.2,0.151134,52949,192.8,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,10,4,0.1,0.2,0.166938,66572,296.94,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,4,0.04,0.2,0.127816,46293,127.35,0,0.0
Frontier Math (AIME),0,0,STABLE,right_wall,10,4,0.1,0.2,0.163429,60257,273.65,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,12,-4,0.12,0.2,0.354751,127249,542.68,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,4,4,0.04,0.2,0.04213,16125,100.2,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,6,4,0.06,0.2,0.148287,53751,171.9,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,4,-4,0.04,0.2,0.115796,42088,191.21,0,0.0
Frontier Math (AIME),0,0,STABLE,right_wall,12,4,0.12,0.2,0.318596,117582,510.95,0,0.0
Frontier Math (AIME),0,0,STABLE,right_wall,6,4,0.06,0.2,0.261347,91897,303.02,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,4,-4,0.04,0.2,0.131232,49157,207.25,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,8,4,0.08,0.2,0.138816,51428,211.79,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,6,4,0.06,0.2,0.11656,43426,182.55,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,8,-4,0.08,0.2,0.300399,107072,429.07,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,12,-4,0.12,0.2,0.302529,106895,509.11,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,6,4,0.06,0.2,0.175553,63698,277.66,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,14,4,0.14,0.2,0.282722,105253,367.94,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,14,4,0.14,0.2,0.274725,101813,433.93,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,-1,0.15,0.2,0.406844,145134,653.83,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,4,-4,0.04,0.2,0.168797,59176,170.2,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,10,4,0.1,0.2,0.291794,112013,702.6,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,4,-4,0.04,0.2,0.170612,59774,184.32,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,4,-4,0.04,0.2,0.184708,66329,215.52,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,10,4,0.1,0.2,0.198517,73768,355.68,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,4,-4,0.04,0.2,0.136432,48572,199.86,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,8,-4,0.08,0.2,0.263782,95429,392.1,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,4,-4,0.04,0.2,0.158066,55673,177.93,0,0.0
Frontier Math (AIME),0,0,STABLE,right_wall,4,4,0.04,0.2,0.041026,18361,186.92,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,6,-4,0.06,0.2,0.216694,75457,277.82,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,4,-4,0.04,0.2,0.131424,47052,205.28,0,0.0
Frontier Math (AIME),0,0,UNSTABLE,fallback,15,3,0.15,0.2,0.409163,148435,693.73,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,4,-4,0.04,0.2,0.140454,50481,181.85,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,8,-4,0.08,0.2,0.147226,57170,260.39,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,4,-4,0.04,0.2,0.180008,63529,202.62,0,0.0
Frontier Math (AIME),0,1,UNSTABLE,fallback,15,-1,0.15,0.2,0.42965,152670,657.36,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,4,-4,0.04,0.2,0.075018,28212,154.94,0,0.0
Frontier Math (AIME),0,1,UNSTABLE,fallback,15,-1,0.15,0.2,0.374557,136132,567.92,0,0.0
Frontier Math (AIME),1,1,UNSTABLE,fallback,15,-1,0.15,0.2,0.480026,175437,666.25,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,4,-4,0.04,0.2,0.134933,50008,189.86,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,12,4,0.12,0.2,0.299416,108199,497.88,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,10,4,0.1,0.2,0.284038,103439,444.27,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,4,-4,0.04,0.2,0.047525,18941,145.51,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,4,0.04,0.2,0.157188,56776,164.72,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,4,-4,0.04,0.2,0.174808,61840,186.66,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,4,-4,0.04,0.2,0.029295,12237,155.55,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,6,-4,0.06,0.2,0.219039,78046,267.7,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,12,4,0.12,0.2,0.28372,101718,490.39,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,4,0.04,0.2,0.057617,22448,140.32,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,4,-4,0.04,0.2,0.165318,57932,192.01,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,8,4,0.08,0.2,0.16172,60987,286.21,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,4,0.04,0.2,0.116858,43398,155.82,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,10,4,0.1,0.2,0.253631,96166,377.05,0,0.0
