Category,S1_Acc,DASE_Acc,State,Commit_Reason,Steps,Final_X,Spatial_Cost,Alpha_Weight,Cost,Tokens,Duration,Infra_Noise,Infra_Noise_Rate
Frontier Math (AIME),1,1,STABLE,left_wall,2,-2,0.02,0.2,0.023567,8852,87.2,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,4,2,0.04,0.2,0.048081,18052,121.15,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,2,-2,0.02,0.2,0.077398,26939,91.51,0,0.0
Frontier Math (AIME),1,0,STABLE,left_wall,2,-2,0.02,0.2,0.079805,28019,90.52,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.046454,16966,69.52,0,0.0
Frontier Math (AIME),1,0,STABLE,right_wall,10,2,0.1,0.2,0.237623,86439,383.44,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,2,-2,0.02,0.2,0.059591,21228,91.39,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.033546,12541,58.96,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,4,2,0.04,0.2,0.074227,27562,159.5,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.050019,17502,65.15,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,2,0.04,0.2,0.06663,25530,111.38,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.051079,18475,61.58,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,2,-2,0.02,0.2,0.075909,26214,96.37,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,2,0.04,0.2,0.10139,36397,114.9,0,0.0
Frontier Math (AIME),0,0,STABLE,right_wall,2,2,0.02,0.2,0.025481,10487,82.26,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,2,-2,0.02,0.2,0.045679,16367,90.32,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,2,-2,0.02,0.2,0.091315,32996,98.41,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.054206,21434,81.93,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,2,-2,0.02,0.2,0.087872,30790,89.1,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,2,-2,0.02,0.2,0.020489,8081,88.85,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,2,2,0.02,0.2,0.030735,11323,91.22,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,2,-2,0.02,0.2,0.086822,30559,103.94,0,0.0
Frontier Math (AIME),0,0,STABLE,right_wall,2,2,0.02,0.2,0.092282,33088,105.57,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,6,-2,0.06,0.2,0.132861,49669,240.62,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,2,2,0.02,0.2,0.023618,9871,87.89,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.069595,27139,138.94,0,0.0
Frontier Math (AIME),0,0,STABLE,right_wall,2,2,0.02,0.2,0.082607,28459,91.73,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.022111,8788,28.93,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.05071,18465,84.89,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.052464,19291,52.01,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.045594,17499,48.38,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,4,-2,0.04,0.2,0.094171,34337,559.5,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.070271,24873,121.9,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,2,-2,0.02,0.2,0.084169,29195,143.47,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,8,2,0.08,0.2,0.195899,72587,312.77,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,4,-2,0.04,0.2,0.168446,59589,281.52,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,4,-2,0.04,0.2,0.168872,60035,289.55,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,2,-2,0.02,0.2,0.079904,28344,110.71,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.051859,19541,61.35,0,0.0
Frontier Math (AIME),1,1,STABLE,left_wall,2,-2,0.02,0.2,0.081383,29027,125.45,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,2,-2,0.02,0.2,0.086818,30455,125.68,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.043545,16648,60.47,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.047809,17013,104.52,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.027662,10390,54.5,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.045668,16863,78.69,0,0.0
Frontier Math (AIME),0,0,STABLE,right_wall,2,2,0.02,0.2,0.084514,29315,154.58,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.028773,11023,36.75,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,2,0.04,0.2,0.164011,58275,305.03,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,2,-2,0.02,0.2,0.082924,28784,141.49,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.051041,18666,80.67,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.049573,18517,72.78,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,2,-2,0.02,0.2,0.089694,31509,121.31,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.04476,16779,71.89,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,2,0.04,0.2,0.120964,42283,209.01,0,0.0
Frontier Math (AIME),0,1,STABLE,left_wall,2,-2,0.02,0.2,0.09279,33495,141.13,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,2,-2,0.02,0.2,0.08943,31860,135.92,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.049592,17998,84.44,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,4,2,0.04,0.2,0.139952,49522,223.62,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,2,-2,0.02,0.2,0.088568,31153,135.18,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.027176,10303,43.6,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,4,-2,0.04,0.2,0.151269,53622,268.78,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,4,2,0.04,0.2,0.131071,47501,224.33,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,2,2,0.02,0.2,0.036681,13852,70.84,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,2,-2,0.02,0.2,0.09172,32891,132.19,0,0.0
Frontier Math (AIME),0,1,STABLE,right_wall,4,2,0.04,0.2,0.111787,40484,182.9,0,0.0
Frontier Math (AIME),0,0,STABLE,left_wall,2,-2,0.02,0.2,0.084634,29537,144.6,0,0.0
Frontier Math (AIME),1,1,STABLE,right_wall,6,2,0.06,0.2,0.128816,49086,183.15,0,0.0
